"date","title","status","total_price","price","shipping"
"['Nov-16 11:15']","Sony WH-1000XM2 Wireless Noise Cancelling Headphones - Black *new*","Brand New","305.15","296.5","8.65"
"['Nov-16 08:35']","*BRAND NEW SEALED* Sony WH-1000XM2 Noise Cancelling Headphones Gold Free Ship","Brand New","305.0","305.0","0.0"
"[]","2017 NEW 2nd Generation Sony WH-1000XM2 WH1000XM2 Headphones-Rep laces MDR-1000X","Brand New","310.0","310.0","0.0"
"['Nov-15 20:34']","Sony WH-1000Xm2 Wireless Noise Canceling Headphones Newest edition!-Black","Brand New","298.0","298.0","0.0"
"['Nov-15 20:30']","SONY WIRELESS NOISE CANCELING STEREO HEADSET WH-1000XM2","Brand New","309.95","309.95","0.0"
"[]","NEW 2nd Generation Sony WH-1000XM2 WH1000XM2 Headphones-Bla ck","Brand New","299.89","299.89","0.0"
"[]","SONY WH-1000XM2BM WIRELESS HEADSET JAPAN NEWEST TECH.. NEW & SEALED - FAST SHIP!","Brand New","309.99","309.99","0.0"
"['Nov-15 09:04']","Sony WH-1000xm2 Opened but brand new. Beige, Authentic from AUTHORIZED DEALER.","New (Other)","299.0","299.0","0.0"
"[]","2017 NEW 2nd Generation Sony WH-1000XM2 WH1000XM2 Headphones-Rep laces MDR-1000X","Brand New","310.0","300.0","10.0"
"['Nov-15 08:58']","NEW 2nd Generation Sony WH-1000XM2 Headphones-Gol d ~FREE SHIPPING~","Brand New","304.99","304.99","0.0"
"[]","NEW 2nd Generation Sony WH-1000XM2 WH1000XM2 Headphones-Gol d","Brand New","299.89","299.89","0.0"
"['Nov-14 23:56']","Sealed Sony WH-1000XM2/B Wireless Bluetooth Noise Cancelling HiFi Headphones-BLK","Brand New","288.88","288.88","0.0"
"['Nov-14 21:45']","sony wh-1000xm2","Brand New","305.0","305.0","0.0"
"['Nov-14 20:12']","*BRAND NEW SEALED* Sony WH-1000XM2 Noise Cancelling Headphones - Black","Brand New","314.98","299.99","14.99"
"['Nov-14 17:44']","Sony - WH-1000XM2 Wireless Over-the-Ear Noise Canceling Headphones Japan-Gold","Brand New","299.99","299.99","0.0"
"['Nov-14 16:29']","sony wh-1000xm2","Brand New","305.0","305.0","0.0"
"['Nov-14 13:04']","~~NEW~~Sony WH-1000XM2 Noise Cancelling Bluetooth Headphones - FREE SHIPPING!!","Brand New","304.99","304.99","0.0"
"['Nov-14 12:34']","Sony WH1000XM2 Premium Noise Cancelling Wireless Headphones – Black...","Brand New","309.99","309.99","0.0"
"['Nov-14 11:32']","NIB-Sealed Sony WH-1000XM2/B Wireless Bluetooth Noise Cancelling HiFi Headphones","Brand New","288.88","288.88","0.0"
"['Nov-14 10:43']","sony wh-1000xm2","Brand New","305.0","305.0","0.0"
"['Nov-14 09:57']","*BRAND NEW SEALED* Sony WH-1000XM2 Noise Cancelling Headphones - Black or Gold","Brand New","307.2","300.0","7.2"
"['Nov-13 20:37']","sony wh-1000xm2","Brand New","305.0","305.0","0.0"
"['Nov-13 20:24']","Sony 1000X mkII Premium Wireless Noise Cancelling Headphones Model: WH1000XM2/B","These are the NEW 2017 release of the Sony 1000x MKII New (Other)","275.0","275.0","0.0"
"[]","SONY WH-1000XM2BM WIRELESS HEADSET JAPAN NEWEST TECH.. NEW & SEALED - FAST SHIP!","Brand New","309.99","309.99","0.0"
"['Nov-12 19:00']","Sony WH-1000XM2 Noise Cancelling Bluetooth Headphones - BNIB","Brand New","310.0","310.0","0.0"
"['Nov-12 16:34']","*BRAND NEW SEALED* Sony WH-1000XM2 Noise Cancelling Headphones Gold Free Ship","Brand New","294.99","294.99","0.0"
"['Nov-12 12:38']","sony wh-1000xm2","Brand New","305.0","305.0","0.0"
"['Nov-12 12:38']","sony wh-1000xm2","Brand New","305.0","305.0","0.0"
"['Nov-11 21:33']","sony wh-1000xm2","Brand New","305.0","305.0","0.0"
"[]","2017 NEW 2nd Generation Sony WH-1000XM2 WH1000XM2 Headphones - Champagne Gold","Brand New","304.88","304.88","0.0"
"['Nov-10 23:22']","sony wh-1000xm2","Brand New","305.0","305.0","0.0"
"['Nov-10 19:13']","Sony WH1000XM2 Premium Noise Cancelling Wireless Headphones Gold (WH1000XM2/N)","Brand New","297.99","297.99","0.0"
"['Nov-10 11:02']","sony wh-1000xm2","Brand New","305.0","305.0","0.0"
"['Nov-10 09:06']","Sony WH-1000Xm2 Wireless Noise Canceling Headphones Newest edition!-Black","Brand New","298.0","298.0","0.0"
"['Nov-09 14:28']","Sony WH-1000XM2 Noise Cancelling Headphones - Black","Brand New","289.99","279.99","10.0"
"[]","Sony WH 1000XM2 Wireless Bluetooth Noise Cancelling HiFi Headphones","Pre-Owned","275.0","275.0","0.0"
"['Nov-09 09:20']","sony wh-1000xm2","Brand New","305.0","305.0","0.0"
"['Nov-09 02:07']","SONY WH-1000XM2BM WIRELESS HEADSET JAPAN NEWEST TECH.. NEW & SEALED - FAST SHIP!","Brand New","309.99","309.99","0.0"
"['Nov-08 23:12']","sony wh-1000xm2","Brand New","270.0","270.0","0.0"
"['Nov-08 20:38']","Brand New SONY WH-1000XM2 Headphone - Gold","Brand New","310.0","310.0","0.0"
"['Nov-08 18:36']","Sony WH1000XM2 Premium Noise Cancelling Wireless Headphones Gold (WH1000XM2/N)","Brand New","305.5","305.5","0.0"
"['Nov-07 11:52']","BRAND NEW SEALED - Sony WH-1000XM2 Wireless Headphones","Brand New","297.0","297.0","0.0"
"['Nov-07 10:08']","Sony WH-1000XM2 Black On-Ear Wireless Noise-Cancelin g Headphones -Factory Sealed","Brand New","309.95","309.95","0.0"
"[]","2017 NEW 2nd Generation Sony WH-1000XM2 WH1000XM2 Headphones - Black Color","Brand New","309.48","309.48","0.0"
"['Nov-06 15:13']","Sony WH1000XM2 Premium Noise Cancelling Wireless Headphones Gold (WH1000XM2/N)","Brand New","309.0","309.0","0.0"
"[]","Sony WH-1000XM2 Black On-Ear Wireless Noise-Cancelin g Headphones -Factory Sealed","Brand New","309.95","309.95","0.0"
"['Nov-06 06:51']","Sony WH1000XM2 Premium Noise Cancelling Wireless Headphones Gold (WH1000XM2/N)","Brand New","305.5","305.5","0.0"
"[]","2017 NEW 2nd Generation Sony WH-1000XM2 WH1000XM2 Headphones - Champagne Gold","Brand New","309.9","309.9","0.0"
"['Nov-05 14:49']","Sony WH1000XM2 Premium Noise Cancelling Wireless Headphones Gold (WH1000XM2/N)","Brand New","305.5","305.5","0.0"
"['Nov-05 06:21']","Sony WH1000XM2 Premium Noise Cancelling Wireless Headphones – Black","Brand New","295.0","295.0","0.0"
"[]","NEW!! 2nd Generation Sony WH-1000XM2 WH1000XM2 Headphones-pri ority Ship -BLACK-","Brand New","313.49","299.99","13.5"
"['Nov-03 21:54']","Sony - WH-1000XM2 Wireless Over-the-Ear Noise Canceling Headphones - Gold","New (Other)","299.75","290.0","9.75"
"[]","Sony WH1000XM2 Premium Noise Cancelling Wireless Headphones -Black","Brand New","275.0","275.0","0.0"
"[]","*BRAND NEW FACTORY SEALED* Sony WH-1000XM2 Noise Cancelling Headphones-BLA CK","Brand New","305.0","305.0","0.0"
"[]","2017 *NEW SEALED* 2nd Generation Sony WH-1000XM2 Headphones-Bla ck","Brand New","309.99","309.99","0.0"
"[]","Sony - WH-1000XM2 Wireless Over-the-Ear Noise Canceling Headphones - Gold","Brand New","309.95","309.95","0.0"
"[]","Sony WH-1000XM2 Premium Noise Cancelling Wireless Bluetooth Headphones – Black","Brand New","309.0","309.0","0.0"
"[]","MINT ** Sony WH1000XM2N Wireless Noise Cancelling Headphones - Gold Bluetooth","Pre-Owned","278.28","265.0","13.28"
"['Nov-02 14:11']","Sony WH-1000XM2 Wireless Over-the-Ear Noise Canceling Headphones - Gold","Brand New","301.05","289.0","12.05"
"['Nov-02 14:06']","BRAND NEW SEALED - Sony WH-1000XM2 Wireless Headphones","Brand New","308.2","301.0","7.2"
"['Nov-02 13:39']","*BRAND NEW SEALED* Sony WH-1000XM2 Noise Cancelling Headphones Gold Free Ship","Brand New","294.99","294.99","0.0"
"['Nov-02 13:34']","*BRAND NEW SEALED* Sony WH-1000XM2 Noise Cancelling Headphones - Black","Brand New","311.7","300.0","11.7"
"[]","New Sealed Sony WH-1000XM2 BM Wireless Noise Cancelling Stereo Headset– Black","Brand New","313.0","298.0","15.0"
"['Nov-02 08:24']","Sony WH1000XM2 Premium Noise Cancelling Wireless Headphones Black WH1000XM2/B","Pre-Owned","287.8","280.0","7.8"
"['Nov-01 11:44']","Sony WH1000XM2 Premium Noise Cancelling Wireless Headphones – Black","Brand New","295.0","295.0","0.0"
"[]","Sony WH-1000XM2 Wireless Noise Canceling High Resolution Bluetooth Headphones","Brand New","288.0","288.0","0.0"
"[]","New Sealed Sony WH-1000XM2 BM Wireless Noise Cancelling Stereo Headset– Black","Brand New","297.04","285.0","12.04"
"['Oct-31 09:08']","Sony WH-1000XM2 Premium Noise Cancelling Wireless Bluetooth Headphones – Black","Brand New","299.99","299.99","0.0"
"['Oct-30 18:17']","Sony WH-1000XM2 Wireless Noise Cancelling - High-Res Audio - Bluetooth - NEW!","Brand New","309.0","309.0","0.0"
"['Oct-29 17:00']","Sony WH-1000XM2 Noise Cancelling Headphones New Sealed","Brand New","310.0","310.0","0.0"
"[]","BRAND NEW Sony WH-1000Xm2","Brand New","297.0","280.0","17.0"
"['Oct-27 21:49']","Sony WH-1000Xm2 Wireless Noise Cancelling Headphones Bluetooth New Sealed(BLACK)","Brand New","314.98","299.99","14.99"
"[]","SONY WH-1000xm2 Wireless Noise Cancelling Headphones Bluetooth “SEALED” (GOLD)","Brand New","309.99","309.99","0.0"
"['Oct-27 15:11']","","Pre-Owned","247.71","247.71","0.0"
"[]","NEW!! 2nd Generation Sony WH-1000XM2 WH1000XM2 Headphones-pri ority Ship -BLACK-","Brand New","313.49","299.99","13.5"
"['Oct-27 07:23']","SONY WH-1000xm2 Wireless Noise Cancelling Headphones Bluetooth *SEALED*","Brand New","309.99","309.99","0.0"
"[]","2017 NEW 2nd Generation Sony WH-1000XM2 WH1000XM2 Headphones-Rep laces MDR-1000X","Brand New","308.85","300.0","8.85"
"['Oct-26 18:18']","Sony WH-1000XM2 Noise Cancelling Headphones - BLACK - SEALED","Brand New","299.99","299.99","0.0"
"['Oct-26 11:22']","Sony - WH-1000XM2 Wireless Over-the-Ear Noise Canceling Headphones - Gold","New (Other)","304.75","295.0","9.75"
"['Oct-26 00:41']","Sony - WH-1000XM2 Wireless Over-the-Ear Noise Canceling Headphones - Gold","Brand New","309.99","309.99","0.0"
"[]","NEW!! 2nd Generation Sony WH-1000XM2 WH1000XM2 Headphones-pri ority Ship -BLACK-","Brand New","313.49","299.99","13.5"
"[]","2017 NEW 2nd Gen Sony WH-1000XM2 WH1000XM2BM NOISE CANCELLING WIRELESS BLUETOOTH","Brand New","288.88","288.88","0.0"
"['Oct-25 03:08']","SONY WH-1000xm2 Wireless Noise Cancelling Headphones Bluetooth “SEALED” ((GOLD))","Brand New","314.98","299.99","14.99"
"['Oct-24 20:11']","!! GOLD !!Sony - WH-1000XM2 Wireless Over-the-Ear Noise Canceling Headphones","Brand New","294.62","278.99","15.63"
"['Oct-23 15:03']","*BRAND NEW SEALED* Sony WH-1000XM2 Noise Cancelling Headphones - Black","Brand New","289.0","289.0","0.0"
"['Oct-23 11:05']","Sony - WH-1000XM2 Wireless Over-the-Ear Noise Canceling Headphones - Gold","Brand New","322.05","310.0","12.05"
"['Oct-23 08:41']","Sony Wh-1000XM2 wireless Noise Canceling Headphones Bluetooth BRAND NEW SEALED","GOLD Headphones BRAND NEW SEALED Brand New","310.0","310.0","0.0"
"['Oct-22 23:42']","Sony Wh-1000XM2 wireless Noise Canceling Headphones Bluetooth BRAND NEW SEALED","BLACK Headphones BRAND NEW SEALED Brand New","310.0","310.0","0.0"
"[]","SONY WH-1000xm2 Wireless Noise Cancelling Headphones Bluetooth “SEALED” (GOLD)","Brand New","309.99","309.99","0.0"
"[]","BRAND NEW Sony WH-1000Xm2","Brand New","297.0","280.0","17.0"
"['Oct-21 13:34']","Sony WH-1000XM2 Noise Cancelling Headphones - Gold - SEALED","Brand New","299.99","299.99","0.0"
"[]","2017 Sony WH-1000XM2 Premium Wireless Noise Cancelling Headphones Black SEALED","FREE SHIPPING W/ TRACKING & SIGNATURE Brand New","309.99","309.99","0.0"
"['Oct-21 11:36']","Sony WH-1000XM2 Premium Noise Cancelling Wireless Bluetooth Headphones – Black","New (Other)","249.99","249.99","0.0"
"['Oct-20 09:52']","Sony Wh-1000xm2 Wireless Noise Canceling Headphones Bluetooth Brand New Sealed","Brand New","323.71000000000004","309.99","13.72"
"['Oct-20 08:00']","Sony Wireless Noise Canceling Stereo Headphones WH-1000XM2","New (Other)","285.0","285.0","0.0"
"['Oct-19 19:10']","Sony WH1000XM2 Premium Noise Cancelling Wireless Headphones – Black","Brand New","295.0","295.0","0.0"
"['Oct-19 12:53']","Sony Over-Ear Noise Cancelling Bluetooth Headphones - Black","Brand New","281.83","281.83","0.0"
"[]","NEW!! 2nd Generation Sony WH-1000XM2 WH1000XM2 Headphones-pri ority Ship -BLACK-","Brand New","313.49","299.99","13.5"
"[]","NEW SONY MDR-1000X BLUETOOTH WIRELESS OVER-EAR NOISE CANCELLING HEADPHONES BLACK","Brand New","289.85","289.85","0.0"
"['Oct-13 18:15']","Sony WH1000XM2 Premium Noise Cancelling Wireless Headphones – Black","Brand New","295.0","295.0","0.0"
"['Oct-12 14:40']","Sony Wireless Noise Canceling Stereo Headphones WH-1000XM2","New (Other)","301.0","301.0","0.0"
"['Oct-11 16:40']","SEALED Sony WH-1000XM2 Wireless Over-the-Ear Hi-Res Noise Canceling Headphones","Pre-Owned","281.95","266.0","15.95"
